Name	Filtered VCF [File]	Species	refBuild
GATKv4_Genotyping	p1535/test_vcf_dataset/ragi_highcov_sa0001_1k.vcf.gz	E. africana	Eleusine_coracana/FGCZ/PR202_v2_A/Annotation/Release_01-2019-02-04
